review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 Having to pay extra for use of pool guests should swim free Room view was of generator ,NEGATIVE,1045,,,,
 The staff were very helpful and nothing was too much trouble for them,POSITIVE,1046,,,,
 the location is good and the building is very new room is very clean when i first arrive In room dinning service i really like and the waitress are very polite ,POSITIVE,1047,,,,
 Hotel was lovely Staff was lovely Location was a bit far from where we wanted to go but that s my fault for not looking at the postcode properly but it s easy to get around The beds are soooo comfy Recommend the queen size and the cookies are lush too ,POSITIVE,1048,,,,
 Excellent location Very helpful staff excellent choice will return there for sure ,POSITIVE,1049,,,,
 the bed Mattress needs replacing Very uncomfortable Bathroom crampt,NEGATIVE,1050,,,,
 The hotel is tired and dated Needs to be pulled down,NEGATIVE,1051,,,,
 Exorbitant prices in the skyline bar Some staff members in the kitchen restaurant were very rude ,NEGATIVE,1052, Exorbitant prices in the skyline bar Some staff members in the kitchen restaurant were very rude ,staff_friendliness,0.4350384375105671,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Nothing ,NEGATIVE,1053,,,,
 No windows that opened for fresh air,NEGATIVE,1054,,,,
 The rooms were lovely and the beds were incredibly comfy Plenty of people complained about the hotel being dated but it was spot on very clean with good facilities Staff were very helpful The location was excellent being a 5 minute walk from Kensington high street and the tube station Can t recommend it enough ,POSITIVE,1055,,,,
 Generally speaking everything was fine clean and working well,POSITIVE,1056,,,,
 Your breakfast buffe was excellent and had every and more to offer Liked your SkyLounge as well,POSITIVE,1057,,,,
 Nice clean comfortable room excellent location to theatres,POSITIVE,1058,,,,
 Friendliness of the staff Modern stylish interior d cor views of Big Ben etc Hop on bus stop just across the road Good breakfast Lovely bathroom ,POSITIVE,1059,,,,
 Convenience to my destination ,POSITIVE,1060,,,,
 Metro station is around 25 min walk ,POSITIVE,1061,,,,
 Everything was perfect there wasn t anything to not like ,POSITIVE,1062,,,,
 Would have been better if you didn t have to pay 7 for wifi per device per room that is far too expensive,NEGATIVE,1063,,,,
 As it is my first day in UK I do not have mobile network here the handy phone was a great help ,POSITIVE,1064,,,,
 Occasionally noise,POSITIVE,1065,,,,
 Totally delightful Wonderful stay Would do so again,POSITIVE,1066,,,,
 Towels Smelt of curry room little bit dirty like leftover plastic knife and fork on the floor,NEGATIVE,1067, Towels Smelt of curry room little bit dirty like leftover plastic knife and fork on the floor,room_cleanliness,0.4499436431188531,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 The Wifi was unstable for a couple of days I wouldn t know if this is a regular occurrence ,NEGATIVE,1068,,,,
 Very spacious hotel with good facilities staff were excellent would definitely use again ,POSITIVE,1069,,,,
 The convenient location to the tube station the friendly staff and full delicious breakfast all inclusive ,POSITIVE,1070,,,,
 Great location walk to the underground Good food close by Grocery store around the corner Quite for sleeping ,POSITIVE,1071,,,,
 Good staff,POSITIVE,1072,,,,
 Reception was very busy at check out so extra staff at this time would have been useful Other guests were also commenting on this aspect However vouchers for free coffee or Prosecco in the hotel made up for this I would stay again ,NEGATIVE,1073, Reception was very busy at check out so extra staff at this time would have been useful Other guests were also commenting on this aspect However vouchers for free coffee or Prosecco in the hotel made up for this I would stay again ,staff_friendliness,0.37460239832826703,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Very good breakfast Very comfortable bed ,POSITIVE,1074,,,,
 The staff were friendly and very helpful hotel perfect location and very comfortable good breakfast excellent room service,POSITIVE,1075,,,,
 The rooms were Okay Just like in the picture Bit dark in decor My son remarked no toothpaste no hairdryer and I was disappointed to find no tea or coffee in the rooms just bottled water Maybe that was because we had the lowest priced room ,NEGATIVE,1076, The rooms were Okay Just like in the picture Bit dark in decor My son remarked no toothpaste no hairdryer and I was disappointed to find no tea or coffee in the rooms just bottled water Maybe that was because we had the lowest priced room ,room_size,0.43513681075942506,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 My stay at this hotel was a nightmare I checked in at 9 00 PM and was taken to a room in which there was hair on the duvet sheets and pillows on each of the two single beds I politely complained to the staff at the front desk and was taken to another room Unfortunately there was hair all over that bed as well I then complained once more and was given a so called suite in the annex across the street This room was dingy and there was a lot of noise coming from an adjacent room but the sheets were at least clean and I was able to fall asleep with ear plugs ,NEGATIVE,1077, My stay at this hotel was a nightmare I checked in at 9 00 PM and was taken to a room in which there was hair on the duvet sheets and pillows on each of the two single beds I politely complained to the staff at the front desk and was taken to another room Unfortunately there was hair all over that bed as well I then complained once more and was given a so called suite in the annex across the street This room was dingy and there was a lot of noise coming from an adjacent room but the sheets were at least clean and I was able to fall asleep with ear plugs ,room_cleanliness,0.40151746608210304,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Location was great,POSITIVE,1078,,,,
 Small thing but bed and duvet really noisey Spring noises and very russely ,POSITIVE,1079,,,,
 All good ,POSITIVE,1080,,,,
 the price,POSITIVE,1081,,,,
 Great hotel great staff great facilities Wonderful experience ,POSITIVE,1082,,,,
 food in the resturant,POSITIVE,1083,,,,
 Many upsetting events that made this hotel stay a nightmare My fiancee and I booked several rooms for us and our family as we were holding our wedding in London I do not recommend you to stay there 1 Very unprofessional welcome Porter stood there watching us as we exited our taxi with tons of luggage without any offer from help from any of the staff from arrival till we reached the lobby 2 We entered our room to discover it barely had any window This was made more horrendous as we told the lobbyist we were staying at the hotel as we were getting married in London that weekend The person at the lobby didn t even care The only thing we could do is pay an extra 90GBP per night to get a decent room with decent lighting 3 Our room was supposed to be cancellable modifiable up to 24h in advance We had tried to modify our booking a week before arriving as we had to shorten our stay from 4 nights to 3 nights Instead of cancelling one night for free as they advertised the online booking wouldn t cancel one night under the excuse that there is no space available which makes no sense since I was just cancelling a night under the booking that I HAD They made us rebook the entire stay so 3 nights at a much higher price around 40 more expensive Multiply that by 4 4 rooms and the bill goes up significantly 4 The cleaner came in while we were in the room and instead of properly cleaning changing the drinking glasses in the room she just wiped them with a cloth with no washing God knows how many people have had a drink from that glass There was also hair in almost every towel in the bathroom 5 The hotel mistakenly cancelled the room of a family member and we had to waste 30 min for them to find the booking again CONCLUSION DO NOT STAY THERE IT S OVERPRICED and the level of service is worthy of a 2 star hotel on top of the rip off with the booking modification ,NEGATIVE,1084, Many upsetting events that made this hotel stay a nightmare My fiancee and I booked several rooms for us and our family as we were holding our wedding in London I do not recommend you to stay there 1 Very unprofessional welcome Porter stood there watching us as we exited our taxi with tons of luggage without any offer from help from any of the staff from arrival till we reached the lobby 2 We entered our room to discover it barely had any window This was made more horrendous as we told the lobbyist we were staying at the hotel as we were getting married in London that weekend The person at the lobby didn t even care The only thing we could do is pay an extra 90GBP per night to get a decent room with decent lighting 3 Our room was supposed to be cancellable modifiable up to 24h in advance We had tried to modify our booking a week before arriving as we had to shorten our stay from 4 nights to 3 nights Instead of cancelling one night for free as they advertised the online booking wouldn t cancel one night under the excuse that there is no space available which makes no sense since I was just cancelling a night under the booking that I HAD They made us rebook the entire stay so 3 nights at a much higher price around 40 more expensive Multiply that by 4 4 rooms and the bill goes up significantly 4 The cleaner came in while we were in the room and instead of properly cleaning changing the drinking glasses in the room she just wiped them with a cloth with no washing God knows how many people have had a drink from that glass There was also hair in almost every towel in the bathroom 5 The hotel mistakenly cancelled the room of a family member and we had to waste 30 min for them to find the booking again CONCLUSION DO NOT STAY THERE IT S OVERPRICED and the level of service is worthy of a 2 star hotel on top of the rip off with the booking modification ,staff_friendliness,0.4245393559441302,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 That the breakfast option was not to be had on line unfortunately if I needed to be in the area again despite being my first choice I would have no choice but to look elsewhere ,NEGATIVE,1085,,,,
 Everything was perfect the rooms were great,POSITIVE,1086,,,,
 Cosy pillows,NEGATIVE,1087,,,,
 The price was cheaper compared to other hotels around canary wharf,POSITIVE,1088,,,,
 Cheap toiletries and very thin cheap toilet paper in the en suite bathroom gave a poor impression ,NEGATIVE,1089, Cheap toiletries and very thin cheap toilet paper in the en suite bathroom gave a poor impression ,room_cleanliness,0.41700125920089315,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 My room was near the train rail so there was a lot of noise while trying to sleep or at the mornings ,NEGATIVE,1090,,,,
 My room was 202 it had no windows and was very noisy There was a signal sound all night that prevented me from getting a good night sleep,NEGATIVE,1091,,,,
 Pillows extremely uncomfortable,NEGATIVE,1092,,,,
 Far away rooms location,NEGATIVE,1093,,,,
 Small room,POSITIVE,1094,,,,
 Location excellent,POSITIVE,1095,,,,
 My room had a leak in I paid over 500 for a room that leaked the got put into another room with a really unpleasant over and not clearing some guest before me had water in a glass and that was it cleaned and the television didn t work I did email the hotel but obviously I have had no response I feel because I m a younger client I was brushed aside and it taken seriously ,NEGATIVE,1096,,,,
 Single bed was quite narrow and the room has seen its best days chips and detrition here and there Noisy AC ,NEGATIVE,1097, Single bed was quite narrow and the room has seen its best days chips and detrition here and there Noisy AC ,room_size,0.41175213672789596,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Staff were very friendly and helpful Room was immaculately clean Shower was amazing Choice of 2 shower heads a power shower or rain shower Really nicely decorated rooms and perfect for our needs Great hotel and would highly recommend,POSITIVE,1098,,,,
 Location was very good staff very friendly,POSITIVE,1099,,,,
 Nothing ,NEGATIVE,1100,,,,
 I loved everything in this hotel the room was amazing the beds were really comfortable it was everything I imagined and more ,POSITIVE,1101,,,,
 Bed was comfortable Breakfast very nice staff very helpful,POSITIVE,1102,,,,
 Great location clean excellent breakfast,POSITIVE,1103,,,,
 Location was great Staff very friendly Clean and a big room,POSITIVE,1104,,,,
 old furniture,NEGATIVE,1105,,,,
 Good location comfortable rooms and very good staff ,POSITIVE,1106,,,,
 No free wifi,NEGATIVE,1107,,,,
 Near where needed to go ,NEGATIVE,1108, Near where needed to go ,location_accessibility,0.4264680743972367,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 Comfortable bed and great breakfast,POSITIVE,1109,,,,
 Liked everything,POSITIVE,1110,,,,
 Spa wasn t completely open ,NEGATIVE,1111,,,,
 bed very comfy room clean great shower fantastic location ,POSITIVE,1112,,,,
 Proximity to city centre,POSITIVE,1113,,,,
 Great place Perfect location Staff very helpful Concierge was especially helpful Solved many tourist enquiries Would definitely stay here again Great,POSITIVE,1114,,,,
 Staff are fantastic as is the location,POSITIVE,1115,,,,
 The bed,POSITIVE,1116,,,,
 The style of the room ,POSITIVE,1117,,,,
 Lack of complimentary wi fi It is expected nowdays,NEGATIVE,1118, Lack of complimentary wi fi It is expected nowdays,amenity_quality,0.4421175599143153,"The quality and availability of facilities such as Wi-Fi, gym, pool, and dining options that enhance the guest experience."
 alot of mosquito,NEGATIVE,1119,,,,
 Delux double was great Loved the spa View from sky bar was nice Love the use of modern technology The hotel is very clean Fab location ,POSITIVE,1120,,,,
 Nothing ,NEGATIVE,1121,,,,
 Great location Very welcoming staff Excellent service Nice rooms,POSITIVE,1122,,,,
 The staff were extremely accommodating Overall the stay in the hotel was amazing ,POSITIVE,1123,,,,
 Breakfast in bed with no extra charge ,NEGATIVE,1124,,,,
 cleanliness staff,POSITIVE,1125,,,,
 The reception staff were excellent let us check in early and upgrade for no additional cost Overall brilliantly clean and good location for what we wanted ,POSITIVE,1126,,,,
 Nothing,NEGATIVE,1127,,,,
 no window in the room,NEGATIVE,1128,,,,
 The meal I had in the restaurant was excellent however the bar snack was just about ample,POSITIVE,1129,,,,
 Customer service was awful at check in nobody seemed to know what was going on Service was also bad in the bar took ages to get served several times We asked could we order food 3 times It was only when I got angry that they bothered to take an interest Food was nice when it eventually arrived ,NEGATIVE,1130, Customer service was awful at check in nobody seemed to know what was going on Service was also bad in the bar took ages to get served several times We asked could we order food 3 times It was only when I got angry that they bothered to take an interest Food was nice when it eventually arrived ,staff_friendliness,0.42580905785094764,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Nothing I can think off,NEGATIVE,1131,,,,
 The bathtub was a bit hard to access there was no flexy pipe in the shower only a fixed shower head and the bathroom was not clean enough in our opinion ,NEGATIVE,1132,,,,
 All in all excellent value extremely polite and helpful staff very welcoming very comfortable and clean and tidy 5 star stay ,POSITIVE,1133,,,,
 The excellent service and a pathway being linked to the hotel if I could book again for the same price I will ,POSITIVE,1134,,,,
 Location,POSITIVE,1135,,,,
 That I requested a riverbank view and did not get one and the lack of pillows on the bed ,NEGATIVE,1136,,,,
 All staff were very helpful and polite The bed was very comfortable The location is fantastic Hotel bar is really nice but expensive expect to pay premium London prices for drinks ,POSITIVE,1137,,,,
 Bed exceptionally comfy perfect location and facilities and very helpful staff,POSITIVE,1138,,,,
 The noise that we experienced of a night lost lots of sleep I will not be staying at this hotel again ,NEGATIVE,1139,,,,
 Location excellent staff great pool for kids to use,POSITIVE,1140,,,,
 Service and location both excellent Hotel was a beautiful building we did not eat at hotel but bar and dining room looked very inviting We had an issue with the room and it was not possible to resolve it in time but we were offered and accepted a complimentary taxi to our train station ,POSITIVE,1141,,,,
 Some minor maintenance issues no teabags on hospitality tray and curtain not hanging correctly so letting light in from early morning Some public areas in need of TLC Bar prices steep 5 for a Diet Cole and a Soda water ,NEGATIVE,1142, Some minor maintenance issues no teabags on hospitality tray and curtain not hanging correctly so letting light in from early morning Some public areas in need of TLC Bar prices steep 5 for a Diet Cole and a Soda water ,room_cleanliness,0.44729164605001354,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Having a service charge added at the Starbucks in the lobby Walls were kinda thin could hear other guests and the doors slamming were quite loud ,NEGATIVE,1143, Having a service charge added at the Starbucks in the lobby Walls were kinda thin could hear other guests and the doors slamming were quite loud ,staff_friendliness,0.4145580481135169,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Good hotel in London Staff and facilities good Good value for money and location near to tube stations ad Hyde Park ,POSITIVE,1144,,,,
 Room was good size and there was a Tesco close by,POSITIVE,1145,,,,
 everything except the food layout for the conference ,POSITIVE,1146,,,,
 The noise Didn t get a wink of sleep the noise from outside kept me up all night Shame because the bed was very comfy ,NEGATIVE,1147,,,,
 Nothing ,NEGATIVE,1148,,,,
 Room small for price,NEGATIVE,1149, Room small for price,room_size,0.4249955030339085,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Everything was great Patricia on reception couldn t do enough Also the gentleman trying to organise the breakfast sitting was excellent ,POSITIVE,1150,,,,
 The location is unbeatable,NEGATIVE,1151, The location is unbeatable,location_accessibility,0.4096152591929106,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 Comfort And style,POSITIVE,1152,,,,
 Nothing can be done about this but it was very difficult dealing with non native English speaking housekeeping staff We didn t have facecloths in our room and when I first mentioned it to the Front Desk in the evening because the housekeeping staff had left the fellow who brought me over something brought me towels and said he didn t know where the facecloths were I attempted again the second day to get facecloths and eventually got them but after I got them every day when housekeeping was done they were never replenished for the 5 days of our stay even though everything else was Is it unusual to have facecloths along with bath and hand towels in London Also the letter about the club service needs to be updated The letter said we could get breakfast in the lounge until 11 00 a m but when I inquired at the Front Desk they said the lounge was only available from 6 9 p m Also coming from a scent free environment I found the product used on the carpet in our building very strong ,NEGATIVE,1153, Nothing can be done about this but it was very difficult dealing with non native English speaking housekeeping staff We didn t have facecloths in our room and when I first mentioned it to the Front Desk in the evening because the housekeeping staff had left the fellow who brought me over something brought me towels and said he didn t know where the facecloths were I attempted again the second day to get facecloths and eventually got them but after I got them every day when housekeeping was done they were never replenished for the 5 days of our stay even though everything else was Is it unusual to have facecloths along with bath and hand towels in London Also the letter about the club service needs to be updated The letter said we could get breakfast in the lounge until 11 00 a m but when I inquired at the Front Desk they said the lounge was only available from 6 9 p m Also coming from a scent free environment I found the product used on the carpet in our building very strong ,staff_friendliness,0.3980004634829069,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 tiny rooms,POSITIVE,1154,,,,
 Nothing,NEGATIVE,1155,,,,
 Can t think of a thing,NEGATIVE,1156,,,,
 Great location and friendly staff,POSITIVE,1157,,,,
 Warm welcome from all the staff A wide range on the breakfast buffet ,POSITIVE,1158,,,,
 Location was excellent Quiet area but close to the centres Lovely walks in nearby Kensington Hyde Park Staff very helpful ,POSITIVE,1159,,,,
 Location first impressions as you walk in the seating arrangements and furniture in bar area breakfasts Staff were extremely helpful Also located close to two tube lines these give easy access into central London Good for the price I paid however would not have been happy if I paid full price ,POSITIVE,1160,,,,
 Breakfast wasn t always very hot however it was available at no extra charge to have it in our room which we did on our last day and it was very hot ,POSITIVE,1161,,,,
 THE BEAUTIFUL BED,POSITIVE,1162,,,,
 Location,POSITIVE,1163,,,,
 Really good beds the staff was really nice Got great value for the hotel Room was excellent have nothing I didn t like ,POSITIVE,1164,,,,
 Location perfect as not very far to walk to anywhere i e Theatreland Covent Garden London Eye and great for shopping We were given an upgrade from standard room to king size room Perfect for our weekend celebration We had a room over looking the Strand no issue with noise just normal level to us Entrance reception signage all easy to follow Gin Palace was very nice although a little cool in this room Restaurant for breakfast was excellent as was the choice of breakfast Staff extremely friendly and helpful Loved every minute of being in this hotel and would recommend it to friends and family ,POSITIVE,1165,,,,
 Prices of fiod,NEGATIVE,1166,,,,
 We LOVED the location It was also a very comfortable room close to everything to walk to and sight see ,POSITIVE,1167,,,,
 Our room did not include a bathtub as per Booking confirmation There was no apology and when a new room was allocated it had not been cleaned properly Bathrobes were dirty including the replacement we received ,NEGATIVE,1168, Our room did not include a bathtub as per Booking confirmation There was no apology and when a new room was allocated it had not been cleaned properly Bathrobes were dirty including the replacement we received ,room_cleanliness,0.4095570633064699,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Full breakfast especially delicious courosans and unforgettable morning cock crowing who ve been there they know what about I m talking ,POSITIVE,1169,,,,
 The staffs are so kindly,POSITIVE,1170,,,,
 They try to change my reservation to another Hotel ,NEGATIVE,1171,,,,
 Staff efficiency comfortable room good facilities close to tube stations ,POSITIVE,1172,,,,
 The staff were on hand 24 7 to help with travel directions using hotel facilities etc Location is perfect 2 minute walk from subway and in a really nice area Room was a little small but very clean,POSITIVE,1173,,,,
 construction work next to the hotel meant lots of noise bed has seen better days springs were coming through the mattress parking is an absolute rip off,NEGATIVE,1174,,,,
 THE BED COMFY THE LOCATION GOOD,POSITIVE,1175,,,,
 The staff were really friendly and helpful Arrived earlier than check in time and a room was ready and able to leave luggage after check out so not lugging bags around London It was clean bright and a really nice hotel The room was large and the shower was great ,POSITIVE,1176,,,,
 The desk staff could have explained the additional costs for twin beds more clearly ie we were quoted 25 this became 25 00 each person per night 100 ,NEGATIVE,1177,,,,
 Location and size of room good breakfast nice and spa facilities good enjoyed my 2nights stay would recommend ,POSITIVE,1178,,,,
 Strand is a good central London Location Staff very good,POSITIVE,1179,,,,
 very good resturant close to london eye and big ben very comfort with smart tv,POSITIVE,1180,,,,
 It was great couldn t fault it ,POSITIVE,1181,,,,
 Staff was very friendly consierge gave us great tips Location is fantastic and I would choose this hotel again ,POSITIVE,1182,,,,
 Our room 846 faced east towards Canary wharf good view but trains very noisy and a ill fitting window didn t help Air con noisy ,NEGATIVE,1183,,,,
 Could find nothing I didnt like was truly impressed and pleased with the whole weekend experience,POSITIVE,1184,,,,
 Bedding was excellent for me,POSITIVE,1185,,,,
 The room was a little small but would have been ok for a overnight small case but I had come to London to pick up a large case the chair then became a issue,NEGATIVE,1186,,,,
 Nothing I have found breakfast rather dull on other occasions so I only did Room only this time View was awful but I only used the room for sleeping ,NEGATIVE,1187,,,,
 Ipreception slow at 5pm I had to leave at 6 15 am no breakfast available,NEGATIVE,1188,,,,
 The amazing comfort cleanliness and technology,POSITIVE,1189,,,,
 Location,POSITIVE,1190,,,,
 Tv had less channels,NEGATIVE,1191,,,,
 There was some mildew at the ceiling approx as large as my palm and the socket where the hairdryer was plugged in did not work either ,NEGATIVE,1192,,,,
 The location Good value for money ,POSITIVE,1193,,,,
 Value for money 319 for a room witch when I booked said included breakfast when getting there they said it did not then tried to charge 21 50 per person also the whole point we went was for the roof top bar for new year witch they closed the outside at 11 55 giving us no reason why and also meant they was far to many people in the bar you couldn t move or see anything out the windows with myself being pregnant I was very concerned as people where pushing and banging into me very disappointed,NEGATIVE,1194,,,,
 Mostly good maybe drop price a small bit,POSITIVE,1195,,,,
 Nothing,NEGATIVE,1196,,,,
 Had to pay extra for swimming pool Slightly over priced,NEGATIVE,1197,,,,
 Breakfast was awful only had bread hams egg all cold dishes only Preferred a warm breakfast but was told to add 8 or 12 to get a full English breakfast ,NEGATIVE,1198,,,,
 Great location and value for money,POSITIVE,1199,,,,
 One of the sockets by the bed wasn t working so had to use socket the otherside of the bedroom Table but no chairs could have done with two chairs to sit on and relax ,NEGATIVE,1200,,,,
 Some problems getting staff to understand English ,NEGATIVE,1201,,,,
 The pure fact that your in walking distance from a lot of the beautiful sites ,POSITIVE,1202,,,,
 Great breakfast Great hosts,POSITIVE,1203,,,,
 Good hotel ,POSITIVE,1204,,,,
 Two abandoned buildings beside the hotel gives you creeps like in worst nightmare Chaos on breakfast difficulty to find clean table buffet with cold scrambled eggs and sausages served on regular plates instead of re heated ones,NEGATIVE,1205,,,,
 Breakfast was poor ,NEGATIVE,1206,,,,
 Complamentary apples,NEGATIVE,1207,,,,
 Nothing to say,NEGATIVE,1208,,,,
 I asked for a quiet room and I only heard one siren but the outlook over the dumpsters wasn t spectacular It was a surprise to receive half a bottle of wine don t like Merlot so my friend enjoyed it but the thought was nice ,POSITIVE,1209,,,,
 Restaurant was good value for money breakfast was great,POSITIVE,1210,,,,
 When I check out they told me I have to pay the telephone bill of 45 that I didn t use but claimed me by useing during 03 30 I was sleeping and it was innocence At last they didn t ask me to pay after 10 mins to verify ,NEGATIVE,1211,,,,
 The location of the hotel was brilliant and the boat was amazing hotel was extremely clean and the staff where very helpful Lovely to sit outside at night and watch the Thames Lots of choice at breakfast,POSITIVE,1212,,,,
 Overly expensive drinks always given highest cost drinks without being alternatives and paying a service charge when i went to the bar staff poured a drink ,NEGATIVE,1213,,,,
 Prices too high for room service and mini bar Wifi non existent ,NEGATIVE,1214, Prices too high for room service and mini bar Wifi non existent ,price_quality_ratio,0.4121850839667079,The perceived value of the hotel's services and facilities in relation to the price paid.
 Rather a small room not nearly so big as that shown on the booking com pics,NEGATIVE,1215, Rather a small room not nearly so big as that shown on the booking com pics,room_size,0.409276474745269,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Cost for car parking Long wait at reception when checking in ,NEGATIVE,1216,,,,
 Had to use the fan as opening the window due to location was far too noisy,NEGATIVE,1217,,,,
 The Internet connection is slow and patchy ,NEGATIVE,1218,,,,
 comfortable beds enough dining space,POSITIVE,1219,,,,
 The staff were lovely Breakfast menu was plentiful The whole hotel was very nicely decorated and our room was spotlessly clean ,POSITIVE,1220,,,,
 Paint peeling off the bathroom ceiling room door didn t close properly hotel in the middle Of nowhere horrible breakfast,NEGATIVE,1221,,,,
 Location is great near the heart of Shoreditch and the Old Street Underground station to get around central London The facilities were incredibly modern and updated with a great room size ,POSITIVE,1222,,,,
 Staff very friendly,POSITIVE,1223,,,,
 Very friendly staff and really good restaurant with excellent service The food was excellent as well ,POSITIVE,1224,,,,
 The spa was excellent the staff were very helpful,POSITIVE,1225,,,,
 The room was so small it was impossible for two grown adults to move around in comfortably It was more suited to a single room and bed Very uncomfortable and almost claustrophobic We were with friends and almost impossible to all squeeze in to share a drink following our night out We managed in the morning with one staying in bed until the other had finished washing and dressing we felt that it was very overcharged for the size of room On checking out I told the Receptionist how we felt and was horrified to see she was laughing I told her that I did not find it funny and if the guest was making a complaint the least she could do was acknowledge it Disgusted I said I would not recommend or stay here again ,NEGATIVE,1226, The room was so small it was impossible for two grown adults to move around in comfortably It was more suited to a single room and bed Very uncomfortable and almost claustrophobic We were with friends and almost impossible to all squeeze in to share a drink following our night out We managed in the morning with one staying in bed until the other had finished washing and dressing we felt that it was very overcharged for the size of room On checking out I told the Receptionist how we felt and was horrified to see she was laughing I told her that I did not find it funny and if the guest was making a complaint the least she could do was acknowledge it Disgusted I said I would not recommend or stay here again ,room_size,0.3689998446016123,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Hairs in the bed knocking outside in the middle of the night upgraded to the executive suite and was tiny even for London,POSITIVE,1227,,,,
 Friendly cleaners helped us to find out way when the confusing signs couldn t help us ,NEGATIVE,1228,,,,
 Children made to feel welcome,POSITIVE,1229,,,,
 Could not work the lighting It was all lights on or off ,NEGATIVE,1230,,,,
 Bed and rainfall shower ,POSITIVE,1231,,,,
 It was a perfect location for our visit to Wembley Stadium The room was very good and spacious and the 3rd floor bar was excellent ,POSITIVE,1232,,,,
 Everything was excellent,POSITIVE,1233,,,,
 Staff were very good friendly and polite Meals were very nice Loved the decor of the hotel ,POSITIVE,1234,,,,
 Several key points to improve 1 Noise of cleaning people during the early part of the day 2 cleanness of rooms and replenishment of supplies are poor 3 Room allocation is not suitable and very little room for flexibility despite prior arrangement and promises by front desk staff 4 Staff can be more friendly and caring listen to the customer 5 Gym equipment needs attention to avoid injures liability issue 6 TV has limited channels 7 Rooms near corridors suffer from the noise of the double swing doors 8 Bathrooms can use some uplift and maintenance 9 No view was on the 7th floor and was upgraded to the 2nd floor with back side roof view ,NEGATIVE,1235, Several key points to improve 1 Noise of cleaning people during the early part of the day 2 cleanness of rooms and replenishment of supplies are poor 3 Room allocation is not suitable and very little room for flexibility despite prior arrangement and promises by front desk staff 4 Staff can be more friendly and caring listen to the customer 5 Gym equipment needs attention to avoid injures liability issue 6 TV has limited channels 7 Rooms near corridors suffer from the noise of the double swing doors 8 Bathrooms can use some uplift and maintenance 9 No view was on the 7th floor and was upgraded to the 2nd floor with back side roof view ,room_cleanliness,0.3361978546509042,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Front desk manager on high level as well as two of young Staff Transport to airport well organized ,POSITIVE,1236,,,,
 Rooms very dark and outdated ,NEGATIVE,1237, Rooms very dark and outdated ,room_size,0.3899373856660788,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Quite expensive for what you get Tiny room smaller than the cruise cabin we just finished The entire room tilted yes tilted ,NEGATIVE,1238,,,,
 Staff where lovely and friendly room lovely apart from the pull out bed was right in front of the door so a bit awkward to get around I ened up folding it away Excellent location for family s going to attractions,POSITIVE,1239,,,,
 The hotel was immaculate and so were the rooms,POSITIVE,1240,,,,
 The iconic view of Westminster can not be seen from the majority of the rooms This was not made clear when booking Instead they try and sell you the view for GBP50 per night or so upon arrival A bit shoddy I felt ,NEGATIVE,1241,,,,
 Bed is fine,POSITIVE,1242,,,,
 its a 20 mins ride into town with the subway Very convenient Great value for money as the hotel is quiet when there is no major event in the O2 The rooms are clean and the beds comfortable with large windows to enjoy the view ,POSITIVE,1243,,,,
 Staff decorated our room prior to arrival as a surprise for my other half on our anniversary they also supplied us with a bottle of champagne Excellent service highly recommended ,POSITIVE,1244,,,,
 Wi Fi should really be free of charge,NEGATIVE,1245,,,,
 Elevator You need to wait 5 10 Min its too long,NEGATIVE,1246,,,,
 The fact that wifi is not complementary Also I asked if I could check out 1 hour later and they asked for extra 10 GBP Short sighted when they see me in their hotel every other week,NEGATIVE,1247,,,,
 Asked for a city view room got one the opposite way facing builders who began working very early in the morning Parking for 2 x night was 24 pound which was ridiculous and the shutter was always open No wifi Overall not a nice experience for mine and my partners 1st anniversary ,NEGATIVE,1248,,,,
 Location The shower ,POSITIVE,1249,,,,
 Good Breakfast Excellent Staff Excellent Location ,POSITIVE,1250,,,,
